INTERACTION_TYPE,INTERACTION_CATEGORY,VENUE,CREATE_DATE,INTERACTION_VENUE,RESIDENCY_PROGRAM,INITIATIVE,PRODUCT_NAME,PRODUCT__GROUP,DPO_COMPOUND,Customer Type,INITIATIVE__CATEGORY,MSL_ID,MSL,CALL_ID,THERAPY_NAME,CUSTOMER_TYPE,NAME,TOTAL_CLINICAL_PROGRAM_ATTENDEES,IS_PARENT__C,CLINICAL_INTERACTION_DETAIL_ID,INITIATIVES,INTERACTION_NAME,BIFURCATION
Telephone,In-Person,Reactive,13-10-2024,Practice-Site,FALSE,Initiative 10,Product 3,Product Group 1,Compound 2,KOL,Portfolio Management,1DDC2034,Shane,19c1c752b1594d119f,THERAPY 3,KOL,WCT-410756,9,FALSE,e99FT748918,Initiative 1,IJ125844,COMM
Digital,In-Person,Proactive,18-04-2024,Clinical Program Reactive,TRUE,Initiative 7,Product 1,Product Group 2,Compound 4,KOL,Best Clinical Practices,E08552F0,Kevin,573f24f5554246d68f,THERAPY 2,KOL,WCT-410986,11,FALSE,e99FT415319,Initiative 9,IJ242492,MED
Digital,Online,Reactive,28-04-2024,Off-Site,FALSE,Initiative 8,Product 2,Product Group 1,Compound 3,Others,FAS BTX Differentiations,07CF6669,Chris,49352912d20b4566a8,THERAPY 2,NON-KOL,WCT-410604,18,TRUE,e99FT251914,Initiative 4,IJ979184,MED
Telephone,Online,Reactive,17-01-2025,Off-Site,TRUE,Initiative 3,Product 2,Product Group 2,Compound 1,Others,Elite Launch Support,5DDC19DB,Edward,8b66db88f79a45a1ae,THERAPY 2,KOL,WCT-410357,15,FALSE,e99FT307580,Initiative 10,IJ395993,MED
Face to Face,Online,Reactive,06-11-2023,Off-Site,TRUE,Initiative 1,Product 1,Product Group 1,Compound 3,KOL,FAS BTX Differentiations,A4FFA712,Dimtri,8dcc2f992f6147fd90,THERAPY 3,KOL,WCT-410999,6,FALSE,e99FT771622,Initiative 5,IJ539045,COMM
Digital,In-Person,Proactive,09-05-2023,Off-Site,FALSE,Initiative 2,Product 3,Product Group 2,Compound 4,Others,Elite Launch Support,81EF0AFE,Alyssa,f61e6268396a47c28c,THERAPY 2,NON-KOL,WCT-410886,13,FALSE,e99FT659936,Initiative 10,IJ776334,MED
Digital,Mail,Proactive,26-06-2023,Clinical Program Proactive,TRUE,Initiative 4,Product 1,Product Group 1,Compound 1,Others,Study Support,EE8FE81F,Alyssa,727474fcae9f4e258e,THERAPY 3,Non KOL,WCT-410894,6,TRUE,e99FT467029,Initiative 6,IJ945689,MED
Telephone,Online,Other,04-06-2024,Practice-Site,FALSE,Initiative 10,Product 1,Product Group 3,Compound 5,Others,Portfolio Management,77E7B8D8,Denver,1c152aace84b4a6c87,THERAPY 3,Non KOL,WCT-410658,11,FALSE,e99FT388104,Initiative 5,IJ218408,COMM
Video Conferencing,Mail,Other,18-07-2023,Practice-Site,TRUE,Initiative 4,Product 3,Product Group 2,Compound 3,KOL,Study Support,A8FDE56A,Alyssa,0fc8d90aaf0b491caa,THERAPY 2,KOL,WCT-410183,6,TRUE,e99FT935629,Initiative 6,IJ590598,MED
Digital,Call,Proactive,07-02-2025,Off-Site,TRUE,Initiative 3,Product 3,Product Group 3,Compound 1,KOL,Study Support,64FA3C97,Robin,8db14f8296504cdfb5,THERAPY 1,KOL,WCT-410734,2,FALSE,e99FT103981,Initiative 3,IJ919143,MED
Video Conferencing,In-Person,Other,13-04-2024,Practice-Site,TRUE,Initiative 10,Product 2,Product Group 1,Compound 2,KOL,Portfolio Management,3FD5CF9F,Merry,e14f752e26724455ac,THERAPY 3,Non KOL,WCT-410190,20,TRUE,e99FT618363,Initiative 3,IJ532073,MED
Digital,In-Person,Reactive,22-03-2024,Practice-Site,FALSE,Initiative 10,Product 3,Product Group 1,Compound 3,KOL,Study Support,75F7A0A6,Mathew,809fda6f863049738d,THERAPY 1,KOL,WCT-410639,2,FALSE,e99FT571886,Initiative 5,IJ248421,MED
Digital,In-Person,Reactive,12-04-2023,Practice-Site,TRUE,Initiative 5,Product 1,Product Group 3,Compound 2,Others,FAS BTX Differentiations,2C101105,Glen,57ecf9f3f41f43aa89,THERAPY 3,Non KOL,WCT-410274,11,FALSE,e99FT173167,Initiative 6,IJ445418,MED
Face to Face,Online,Other,19-01-2025,Practice-Site,FALSE,Initiative 12,Product 3,Product Group 1,Compound 2,KOL,Portfolio Management,87181C9D,Edward,74012132227a4f2dbb,THERAPY 2,NON-KOL,WCT-410895,4,FALSE,e99FT584256,Initiative 6,IJ414879,COMM
Video Conferencing,In-Person,Reactive,12-08-2024,Off-Site,TRUE,Initiative 12,Product 3,Product Group 3,Compound 3,Others,Best Clinical Practices,FC2745DA,Morgan,40b157affdfe4932bd,THERAPY 2,KOL,WCT-410705,0,FALSE,e99FT366421,Initiative 1,IJ834578,MED
Digital,Online,Other,15-01-2024,Off-Site,TRUE,Initiative 9,Product 3,Product Group 2,Compound 2,KOL,Best Clinical Practices,611A8054,Mathew,b26c73a2443246da8e,THERAPY 1,Non KOL,WCT-410221,0,FALSE,e99FT815480,Initiative 12,IJ380284,MED
Digital,Mail,Proactive,28-02-2024,Clinical Program Proactive,TRUE,Initiative 12,Product 2,Product Group 1,Compound 3,KOL,Study Support,F260FD06,Paul,7d9b5769fe9d46e7a1,THERAPY 3,KOL,WCT-410456,11,FALSE,e99FT412939,Initiative 9,IJ868772,MED
Face to Face,In-Person,Other,27-01-2024,Off-Site,FALSE,Initiative 11,Product 3,Product Group 1,Compound 1,Others,Best Clinical Practices,F51C7682,Bella,56af7673d2974021b3,THERAPY 1,KOL,WCT-410401,11,FALSE,e99FT277835,Initiative 5,IJ747241,MED
Digital,In-Person,Reactive,22-03-2024,Practice-Site,TRUE,Initiative 1,Product 3,Product Group 2,Compound 5,Others,Portfolio Management,953D8AA3,Daniella,e9b0e975b75c40b1a0,THERAPY 3,Non KOL,WCT-410771,20,TRUE,e99FT871203,Initiative 10,IJ803034,COMM
Video Conferencing,Mail,Reactive,03-07-2023,Practice-Site,FALSE,Initiative 10,Product 1,Product Group 2,Compound 1,KOL,Portfolio Management,9F7F8C1A,Kevin,68ad22324c71463682,THERAPY 3,Non KOL,WCT-410127,0,FALSE,e99FT445334,Initiative 4,IJ497715,MED
Face to Face,Call,Proactive,23-12-2023,Practice-Site,TRUE,Initiative 7,Product 1,Product Group 1,Compound 5,Others,Study Support,A8C5064B,Edward,5c2df5d1eaba41798e,THERAPY 1,NON-KOL,WCT-410391,9,TRUE,e99FT372173,Initiative 2,IJ773594,COMM
Digital,In-Person,Reactive,07-06-2024,Clinical Program Reactive,FALSE,Initiative 9,Product 1,Product Group 2,Compound 1,KOL,Study Support,31AD2106,Chris,3d1d8e27f653420fa6,THERAPY 1,NON-KOL,WCT-410624,17,FALSE,e99FT447628,Initiative 8,IJ510230,MED
Telephone,Online,Other,12-05-2024,Clinical Program Proactive,FALSE,Initiative 3,Product 2,Product Group 2,Compound 3,KOL,Elite Launch Support,B6495C05,Kevin,da04f66bb2f04ec385,THERAPY 3,Non KOL,WCT-410807,5,FALSE,e99FT520160,Initiative 11,IJ149138,MED
Telephone,Online,Other,25-11-2023,Off-Site,FALSE,Initiative 5,Product 2,Product Group 1,Compound 3,KOL,Study Support,D8D3EB1B,Alyssa,7d5c88785fbb43b5b4,THERAPY 2,NON-KOL,WCT-410029,15,TRUE,e99FT718011,Initiative 2,IJ301463,COMM
Digital,Mail,Other,23-07-2024,Off-Site,TRUE,Initiative 1,Product 3,Product Group 3,Compound 5,KOL,Best Clinical Practices,D680A477,Bella,fae6da9d9a4a40c08c,THERAPY 3,Non KOL,WCT-410018,17,FALSE,e99FT428177,Initiative 6,IJ214580,MED
Face to Face,Call,Reactive,18-10-2023,Practice-Site,FALSE,Initiative 9,Product 3,Product Group 1,Compound 1,Others,Best Clinical Practices,89265A7F,Kevin,7c7d85be0fa447f4b7,THERAPY 3,NON-KOL,WCT-410892,1,TRUE,e99FT638665,Initiative 3,IJ302236,MED
Video Conferencing,Call,Proactive,16-01-2024,Practice-Site,FALSE,Initiative 1,Product 1,Product Group 1,Compound 2,Others,Elite Launch Support,A1714F00,Kevin,913406cd9afd4952b4,THERAPY 3,KOL,WCT-410412,7,FALSE,e99FT196279,Initiative 11,IJ853941,COMM
Digital,Online,Proactive,01-07-2023,Practice-Site,FALSE,Initiative 8,Product 2,Product Group 3,Compound 3,KOL,Best Clinical Practices,7F5827E6,Kevin,0d1ed4ae1a7b45ab9c,THERAPY 2,NON-KOL,WCT-410720,2,TRUE,e99FT742058,Initiative 6,IJ394707,COMM
Digital,Online,Proactive,08-06-2024,Clinical Program Proactive,FALSE,Initiative 11,Product 2,Product Group 3,Compound 3,Others,FAS BTX Differentiations,A138F7BE,Alyssa,41fed5c740844e03a6,THERAPY 2,KOL,WCT-410195,16,FALSE,e99FT137913,Initiative 6,IJ400373,COMM
Telephone,In-Person,Other,23-05-2024,Practice-Site,FALSE,Initiative 5,Product 1,Product Group 3,Compound 4,Others,Best Clinical Practices,E32A65FB,Harry,0324aac7db4c4f6584,THERAPY 3,Non KOL,WCT-410272,16,TRUE,e99FT646775,Initiative 12,IJ103893,MED
Face to Face,Call,Reactive,08-01-2025,Practice-Site,FALSE,Initiative 2,Product 1,Product Group 2,Compound 4,KOL,Best Clinical Practices,9722B06E,Amanda,e34939b128414a4398,THERAPY 1,Non KOL,WCT-410432,3,TRUE,e99FT570347,Initiative 12,IJ512716,COMM
Telephone,Online,Proactive,06-03-2025,Off-Site,FALSE,Initiative 3,Product 3,Product Group 1,Compound 1,KOL,Portfolio Management,ECD4D116,Edward,fb80415e6c4f4c30b9,THERAPY 1,NON-KOL,WCT-410230,18,TRUE,e99FT948255,Initiative 2,IJ854078,MED
Telephone,Call,Other,15-10-2023,Clinical Program Proactive,TRUE,Initiative 12,Product 1,Product Group 1,Compound 5,KOL,Study Support,7F918FF6,Jorge,cb2effbd521248148a,THERAPY 3,Non KOL,WCT-410878,6,TRUE,e99FT839101,Initiative 5,IJ298622,MED
Digital,Mail,Other,12-12-2023,Clinical Program Proactive,TRUE,Initiative 11,Product 3,Product Group 2,Compound 2,KOL,Elite Launch Support,22E494BD,Morgan,370988f548974da6ab,THERAPY 1,Non KOL,WCT-410820,20,FALSE,e99FT454739,Initiative 11,IJ451427,COMM
Face to Face,Mail,Reactive,13-02-2025,Off-Site,FALSE,Initiative 4,Product 3,Product Group 3,Compound 1,Others,Study Support,18418B25,Daniella,5298ee482de04fdc88,THERAPY 1,KOL,WCT-410599,24,TRUE,e99FT156937,Initiative 9,IJ221628,MED
Video Conferencing,Mail,Other,10-09-2023,Clinical Program Reactive,FALSE,Initiative 2,Product 3,Product Group 2,Compound 1,Others,Portfolio Management,C335F294,Steve,297adff33819438faa,THERAPY 3,NON-KOL,WCT-410041,0,TRUE,e99FT410347,Initiative 3,IJ884641,MED
Digital,Call,Other,13-05-2024,Clinical Program Reactive,TRUE,Initiative 4,Product 3,Product Group 2,Compound 4,KOL,FAS BTX Differentiations,DD77D673,Amanda,bbf8bfd5450546e698,THERAPY 1,Non KOL,WCT-410642,25,TRUE,e99FT592992,Initiative 12,IJ781573,MED
Telephone,In-Person,Other,12-11-2023,Practice-Site,TRUE,Initiative 9,Product 3,Product Group 2,Compound 4,Others,FAS BTX Differentiations,23767D7E,Collin,14a90947c32245c987,THERAPY 3,KOL,WCT-410023,21,TRUE,e99FT799760,Initiative 4,IJ846340,COMM
Digital,In-Person,Reactive,25-02-2025,Off-Site,TRUE,Initiative 11,Product 2,Product Group 2,Compound 2,KOL,Portfolio Management,A85887A5,Denver,7092eceafd194f9390,THERAPY 2,Non KOL,WCT-410643,12,FALSE,e99FT179009,Initiative 2,IJ354475,COMM
Face to Face,Mail,Reactive,16-04-2023,Practice-Site,FALSE,Initiative 12,Product 1,Product Group 2,Compound 3,KOL,Elite Launch Support,1D17C346,Gloria,c8418e02696f48c79b,THERAPY 3,KOL,WCT-410411,1,TRUE,e99FT974476,Initiative 6,IJ242119,MED
Telephone,In-Person,Proactive,26-03-2024,Off-Site,TRUE,Initiative 6,Product 1,Product Group 3,Compound 3,KOL,Portfolio Management,69F6B497,Jorge,c69b6f196618417a94,THERAPY 2,KOL,WCT-410498,6,FALSE,e99FT326630,Initiative 2,IJ683398,MED
Telephone,In-Person,Other,09-03-2025,Practice-Site,FALSE,Initiative 4,Product 1,Product Group 2,Compound 5,KOL,FAS BTX Differentiations,4EEA408B,Sanchez,3efcf19db80744fc91,THERAPY 2,NON-KOL,WCT-410647,25,FALSE,e99FT901001,Initiative 7,IJ997809,COMM
Telephone,Online,Reactive,11-04-2023,Clinical Program Proactive,FALSE,Initiative 11,Product 2,Product Group 3,Compound 3,KOL,Elite Launch Support,9DF091CB,Edward,ef2049bcaa6f4588a3,THERAPY 3,NON-KOL,WCT-410085,13,FALSE,e99FT424793,Initiative 2,IJ626927,COMM
Video Conferencing,In-Person,Proactive,10-03-2025,Clinical Program Reactive,FALSE,Initiative 2,Product 2,Product Group 3,Compound 4,Others,FAS BTX Differentiations,A07A5721,Kren,f52d9aef4d5e465a9e,THERAPY 2,Non KOL,WCT-410088,11,FALSE,e99FT865383,Initiative 4,IJ551191,COMM
Digital,Online,Reactive,04-07-2024,Clinical Program Reactive,TRUE,Initiative 12,Product 3,Product Group 2,Compound 2,KOL,Portfolio Management,2BF7B82D,Alyssa,2ec2916a823048a4b2,THERAPY 3,KOL,WCT-410128,21,TRUE,e99FT221950,Initiative 11,IJ846493,COMM
Telephone,Call,Proactive,11-12-2024,Clinical Program Reactive,FALSE,Initiative 11,Product 2,Product Group 3,Compound 1,Others,Elite Launch Support,221D01F3,Collin,36692e176f334421a4,THERAPY 1,Non KOL,WCT-410896,13,FALSE,e99FT739779,Initiative 12,IJ433926,COMM
Telephone,Mail,Proactive,08-10-2024,Off-Site,FALSE,Initiative 7,Product 1,Product Group 2,Compound 5,KOL,Study Support,C4CCFFA1,Elvin,fdb9cf51528f4177ac,THERAPY 3,KOL,WCT-410645,12,FALSE,e99FT740273,Initiative 10,IJ631269,COMM
Face to Face,Call,Other,17-02-2025,Clinical Program Reactive,TRUE,Initiative 12,Product 2,Product Group 2,Compound 1,Others,Elite Launch Support,9579F21E,Collin,47c15e9fcfe447188e,THERAPY 2,KOL,WCT-410899,25,TRUE,e99FT691412,Initiative 5,IJ992426,COMM
Video Conferencing,In-Person,Reactive,22-03-2025,Clinical Program Proactive,TRUE,Initiative 11,Product 1,Product Group 1,Compound 1,KOL,Elite Launch Support,307C7FB1,Kren,c2bcce8c8f45438599,THERAPY 1,KOL,WCT-410769,24,TRUE,e99FT187838,Initiative 11,IJ266272,COMM
Digital,Online,Reactive,24-11-2023,Clinical Program Reactive,TRUE,Initiative 10,Product 3,Product Group 2,Compound 2,Others,Elite Launch Support,41FDD089,Kevin,2abaa8b7048b41bd80,THERAPY 3,Non KOL,WCT-410097,5,TRUE,e99FT927524,Initiative 1,IJ630019,COMM
Telephone,Mail,Reactive,02-02-2025,Clinical Program Reactive,TRUE,Initiative 10,Product 2,Product Group 2,Compound 2,KOL,Best Clinical Practices,558E8265,Alyssa,2694ed0d0e96466899,THERAPY 1,KOL,WCT-410410,10,TRUE,e99FT926334,Initiative 1,IJ228952,COMM
Video Conferencing,Call,Other,11-10-2023,Off-Site,FALSE,Initiative 6,Product 2,Product Group 2,Compound 4,Others,Portfolio Management,F6E0ED0C,Jorge,aec0443acf524a75a9,THERAPY 3,KOL,WCT-410603,9,FALSE,e99FT443429,Initiative 1,IJ441494,COMM
Digital,Online,Other,27-07-2024,Clinical Program Proactive,FALSE,Initiative 7,Product 1,Product Group 1,Compound 3,Others,Portfolio Management,3722E5A0,Shane,4435015be43340e69c,THERAPY 3,Non KOL,WCT-410317,24,FALSE,e99FT815365,Initiative 2,IJ761974,MED
Face to Face,In-Person,Other,17-02-2024,Practice-Site,TRUE,Initiative 6,Product 3,Product Group 2,Compound 4,KOL,Portfolio Management,C00E1B7F,Kevin,4844d346bb5742a683,THERAPY 2,KOL,WCT-410892,13,FALSE,e99FT870557,Initiative 6,IJ436980,MED
Video Conferencing,In-Person,Other,20-10-2024,Clinical Program Reactive,FALSE,Initiative 12,Product 3,Product Group 3,Compound 5,Others,Portfolio Management,29E194AD,Glen,063a915e8df14b83af,THERAPY 1,NON-KOL,WCT-410500,25,TRUE,e99FT810422,Initiative 1,IJ765965,COMM
Face to Face,Call,Reactive,06-04-2025,Off-Site,TRUE,Initiative 6,Product 2,Product Group 3,Compound 3,Others,Best Clinical Practices,DC9E8F6C,Jorge,a8b6a8f5598340ad8a,THERAPY 2,Non KOL,WCT-410329,0,TRUE,e99FT551318,Initiative 10,IJ408528,COMM
Telephone,Online,Proactive,18-10-2023,Practice-Site,FALSE,Initiative 11,Product 2,Product Group 3,Compound 3,KOL,Elite Launch Support,5CF34AAD,Steve,23bd85fc5ee74135b6,THERAPY 2,Non KOL,WCT-410689,16,TRUE,e99FT278198,Initiative 7,IJ717955,MED
Video Conferencing,Online,Reactive,29-05-2024,Clinical Program Reactive,FALSE,Initiative 11,Product 3,Product Group 2,Compound 2,Others,Best Clinical Practices,EDA0DFEE,Mathew,d3bec1cb59ab480aa7,THERAPY 1,KOL,WCT-410483,25,FALSE,e99FT919601,Initiative 7,IJ412222,COMM
Telephone,Online,Other,07-11-2023,Off-Site,TRUE,Initiative 3,Product 2,Product Group 1,Compound 4,KOL,Portfolio Management,0F567A3C,Paul,ed6eb24dbcab4fb5ae,THERAPY 2,Non KOL,WCT-410993,11,FALSE,e99FT990668,Initiative 12,IJ897168,COMM
Telephone,Call,Reactive,28-05-2023,Clinical Program Proactive,TRUE,Initiative 10,Product 3,Product Group 3,Compound 2,KOL,Elite Launch Support,456A23CC,Merry,d552a998f751417eba,THERAPY 3,KOL,WCT-410973,25,FALSE,e99FT328841,Initiative 6,IJ241589,MED
Telephone,In-Person,Other,28-08-2024,Clinical Program Reactive,FALSE,Initiative 8,Product 2,Product Group 1,Compound 5,KOL,Portfolio Management,6B12EE8F,Shane,c52ee7e2f21041ad85,THERAPY 1,Non KOL,WCT-410503,19,TRUE,e99FT559695,Initiative 10,IJ947757,COMM
Telephone,In-Person,Proactive,24-06-2024,Practice-Site,FALSE,Initiative 5,Product 1,Product Group 1,Compound 2,KOL,FAS BTX Differentiations,20643174,Daniella,09b6fa4dbeaa4fc082,THERAPY 1,KOL,WCT-410682,1,TRUE,e99FT173208,Initiative 8,IJ932364,COMM
Digital,Mail,Reactive,26-01-2024,Off-Site,FALSE,Initiative 6,Product 1,Product Group 1,Compound 2,KOL,FAS BTX Differentiations,2A9FDEBD,Gloria,a896f29f36714eae8f,THERAPY 2,KOL,WCT-410805,5,TRUE,e99FT627036,Initiative 2,IJ607165,COMM
Digital,Call,Proactive,14-08-2024,Clinical Program Proactive,TRUE,Initiative 5,Product 2,Product Group 2,Compound 4,Others,Study Support,4BE5D086,Alyssa,cde75b13f11b422581,THERAPY 2,NON-KOL,WCT-410813,23,FALSE,e99FT150035,Initiative 8,IJ208887,COMM
Face to Face,Mail,Proactive,12-04-2023,Clinical Program Reactive,TRUE,Initiative 12,Product 3,Product Group 3,Compound 4,Others,Portfolio Management,A9EC7409,Chris,7b7b88e30ae84e5d94,THERAPY 1,Non KOL,WCT-410829,15,TRUE,e99FT571432,Initiative 8,IJ262238,MED
Video Conferencing,Mail,Reactive,19-07-2023,Clinical Program Reactive,FALSE,Initiative 10,Product 3,Product Group 1,Compound 1,KOL,Best Clinical Practices,717DBFC2,Mathew,0eb96e47e32048e3b7,THERAPY 3,NON-KOL,WCT-410215,12,FALSE,e99FT735353,Initiative 1,IJ919375,MED
Telephone,Call,Proactive,03-12-2023,Clinical Program Proactive,FALSE,Initiative 6,Product 1,Product Group 1,Compound 4,Others,Portfolio Management,0BD65D84,Robin,17509b7e45ca46008d,THERAPY 2,KOL,WCT-410185,13,FALSE,e99FT780588,Initiative 3,IJ711052,COMM
Face to Face,Mail,Reactive,28-04-2024,Clinical Program Proactive,TRUE,Initiative 12,Product 3,Product Group 1,Compound 5,KOL,Elite Launch Support,103DD118,Denver,09856d5da5c040bbaf,THERAPY 2,Non KOL,WCT-410659,24,TRUE,e99FT682182,Initiative 4,IJ927188,COMM
Digital,In-Person,Reactive,26-04-2024,Clinical Program Proactive,FALSE,Initiative 11,Product 2,Product Group 2,Compound 4,KOL,FAS BTX Differentiations,8AAAA58B,Chris,bcfb182ffe8843f597,THERAPY 3,NON-KOL,WCT-410500,23,FALSE,e99FT733037,Initiative 10,IJ533931,MED
Telephone,In-Person,Proactive,23-10-2023,Clinical Program Proactive,TRUE,Initiative 3,Product 2,Product Group 1,Compound 5,KOL,FAS BTX Differentiations,C847C9E1,Mathew,640b53ca476f482999,THERAPY 2,KOL,WCT-410802,0,TRUE,e99FT409092,Initiative 2,IJ974051,MED
Face to Face,Online,Reactive,02-10-2024,Practice-Site,FALSE,Initiative 11,Product 3,Product Group 3,Compound 3,KOL,Elite Launch Support,BD1AC92A,Meilena,1a37794b36a44095aa,THERAPY 2,Non KOL,WCT-410806,17,TRUE,e99FT255578,Initiative 1,IJ476026,MED
Video Conferencing,Mail,Reactive,24-10-2024,Off-Site,FALSE,Initiative 11,Product 2,Product Group 2,Compound 5,KOL,Elite Launch Support,DB4903DB,Bella,95e81ce8e68d4aad88,THERAPY 1,Non KOL,WCT-410178,1,TRUE,e99FT174945,Initiative 2,IJ914935,MED
Face to Face,Mail,Reactive,23-11-2024,Clinical Program Proactive,FALSE,Initiative 10,Product 2,Product Group 3,Compound 2,Others,FAS BTX Differentiations,A415DA6F,Jorge,df9eca94837f47ea9e,THERAPY 3,KOL,WCT-410754,9,TRUE,e99FT278789,Initiative 12,IJ320218,COMM
Face to Face,Mail,Proactive,04-04-2025,Clinical Program Proactive,FALSE,Initiative 8,Product 1,Product Group 3,Compound 3,Others,Portfolio Management,4A757FC4,Harry,f9ec42a10bfe43e5a8,THERAPY 2,NON-KOL,WCT-410837,8,FALSE,e99FT661283,Initiative 6,IJ847182,MED
Digital,Call,Proactive,27-12-2024,Clinical Program Proactive,FALSE,Initiative 9,Product 3,Product Group 2,Compound 2,KOL,FAS BTX Differentiations,FEF4FB2C,Jorge,e555efea4837419b8b,THERAPY 1,NON-KOL,WCT-410767,22,FALSE,e99FT192429,Initiative 3,IJ628088,MED
Digital,Call,Proactive,20-01-2025,Clinical Program Proactive,TRUE,Initiative 3,Product 2,Product Group 2,Compound 5,Others,Best Clinical Practices,B06174E4,Shane,d0ab036c70ea47f78b,THERAPY 2,KOL,WCT-410493,13,FALSE,e99FT504828,Initiative 12,IJ772871,MED
Digital,In-Person,Proactive,25-02-2025,Clinical Program Proactive,FALSE,Initiative 5,Product 1,Product Group 3,Compound 4,Others,Elite Launch Support,F23603D5,Paul,aa832e7b2ad443309c,THERAPY 1,NON-KOL,WCT-410816,24,FALSE,e99FT739195,Initiative 8,IJ462936,COMM
Digital,Call,Other,03-05-2024,Clinical Program Reactive,FALSE,Initiative 4,Product 2,Product Group 1,Compound 4,Others,Best Clinical Practices,C3961B25,Meilena,2898e1ee9e84411c8a,THERAPY 1,Non KOL,WCT-410623,16,FALSE,e99FT426223,Initiative 3,IJ887953,MED
Video Conferencing,Call,Reactive,18-11-2024,Practice-Site,FALSE,Initiative 9,Product 1,Product Group 1,Compound 3,Others,Best Clinical Practices,1BF48B72,Elvin,e632699aef2144258f,THERAPY 3,Non KOL,WCT-410288,22,FALSE,e99FT392665,Initiative 5,IJ208168,COMM
Telephone,Mail,Proactive,08-04-2025,Off-Site,FALSE,Initiative 10,Product 2,Product Group 2,Compound 3,KOL,Study Support,4C1B71B6,Kren,a61ad01f1bc4432d80,THERAPY 1,NON-KOL,WCT-410568,12,FALSE,e99FT221631,Initiative 9,IJ971757,COMM
Telephone,Call,Proactive,16-08-2023,Clinical Program Reactive,FALSE,Initiative 10,Product 2,Product Group 3,Compound 2,Others,Best Clinical Practices,6EC6A9AD,Morgan,06b4a1325a85483e85,THERAPY 2,Non KOL,WCT-410669,8,TRUE,e99FT774266,Initiative 10,IJ152935,MED
Telephone,Call,Reactive,07-02-2024,Clinical Program Proactive,FALSE,Initiative 6,Product 3,Product Group 3,Compound 3,KOL,Study Support,79BA2EE9,Gloria,f6e84d9cebab4bedab,THERAPY 2,Non KOL,WCT-410182,14,FALSE,e99FT221927,Initiative 6,IJ243426,MED
Face to Face,In-Person,Other,25-05-2024,Practice-Site,FALSE,Initiative 9,Product 1,Product Group 3,Compound 3,KOL,Elite Launch Support,67594322,Alyssa,fcf035c905a841c08f,THERAPY 2,NON-KOL,WCT-410345,0,FALSE,e99FT663595,Initiative 11,IJ372714,MED
Digital,Online,Other,22-12-2024,Practice-Site,FALSE,Initiative 1,Product 3,Product Group 3,Compound 3,Others,Portfolio Management,E39C5B69,Amanda,b7a48ddbb40d4d048f,THERAPY 1,Non KOL,WCT-410184,6,TRUE,e99FT511059,Initiative 4,IJ940365,MED
Digital,Online,Other,12-07-2023,Clinical Program Proactive,TRUE,Initiative 6,Product 3,Product Group 2,Compound 2,Others,FAS BTX Differentiations,EB981CB7,Collin,3311dde5f3984383a2,THERAPY 1,NON-KOL,WCT-410935,12,FALSE,e99FT145115,Initiative 3,IJ256527,COMM
Digital,In-Person,Other,19-08-2023,Practice-Site,TRUE,Initiative 2,Product 3,Product Group 1,Compound 3,Others,FAS BTX Differentiations,D9E18659,Kren,ed8452ae4ae54c8cba,THERAPY 2,NON-KOL,WCT-410833,19,TRUE,e99FT246473,Initiative 4,IJ614870,COMM
Digital,Call,Other,23-01-2025,Off-Site,TRUE,Initiative 4,Product 3,Product Group 3,Compound 1,Others,FAS BTX Differentiations,C4E9B3AA,Shane,97314c93179b4a25ab,THERAPY 2,NON-KOL,WCT-410033,9,TRUE,e99FT954588,Initiative 5,IJ651949,COMM
Telephone,In-Person,Other,02-01-2024,Off-Site,FALSE,Initiative 5,Product 3,Product Group 3,Compound 2,KOL,Best Clinical Practices,8E8E4CAB,Steve,c03aa6812cd2417daa,THERAPY 2,Non KOL,WCT-410436,10,FALSE,e99FT817229,Initiative 8,IJ349140,MED
